abato	aba-to
rekomendite	re-ko-men-d-ite
rekomendoj	re-ko-men-d-oj
rekompenco	re-kom-pen-co
rekonas	re-ko-n-as
rekonis	re-ko-n-is
rekonos	re-ko-n-os
rekordo	re-kor-do
rekta	rek-ta
rektaj	rek-t-aj
rektangulo?	rek-tan-gu-lo
rekte	rek-te
rekunigi	re-ku-n-igi
rekunigitaj	re-ku-n-ig-it-aj
rekunmeti	re-kun-meti
rekuŝiĝis	re-ku-ŝ-iĝ-is
rekvizito	re-k-vi-zi-to
relativa	re-la-ti-va
relativeco	re-la-ti-v-eco
relegi	re-le-gi
relegu	re-le-gu
religia	re-li-gia
religio	re-li-gio
religioj	re-li-gi-oj
religiscienco	re-li-gi-sci-en-co
relo	re-lo
remalsaniĝo	re-mal-sa-n-iĝo
rememorigados	re-me-mo-r-ig-ad-os
rememoris	re-me-mo-r-is
rememoru	re-me-mo-ru
remeto	re-me-to
remi	remi
remonto	re-mon-to
remparo	rem-pa-ro
remŝipo	rem-ŝipo
renato	re-na-to
rendevuo	ren-de-vuo
renkontadis	ren-kon-t-ad-is
renkontas	ren-kon-t-as
renkonti	ren-kon-ti
renkontiĝis	ren-kon-t-iĝ-is
renkontis	ren-kon-t-is
renkontita	ren-kon-t-ita
renkonto	ren-kon-to
renkontos	ren-kon-t-os
renkontus	ren-kon-t-us
reno	re-no
rento	ren-to
renversi	ren-ver-si
renversiĝi	ren-ver-siĝi
replenigu	re-ple-n-igu
reprezentantoj	re-pre-zen-t-an-t-oj
reprezenti	re-pre-zen-ti
reprezentita	re-pre-zen-t-ita
reprezentitaj	re-pre-zen-t-it-aj
resp	resp
respegulas	re-s-pe-gu-l-as
respekti	re-s-pek-ti
respektiva	re-s-pek-ti-va
respekton	re-s-pek-t-on
respondas	res-pon-d-as
respondeco	res-pon-d-eco
respondi	res-pon-di
respondis	res-pon-d-is
responditaj	res-pon-d-it-aj
respondo	res-pon-do
respondon	res-pon-d-on
respondos	res-pon-d-os
respondu	res-pon-du
respubliko	res-pu-b-li-ko
restaj	res-t-aj
restas	res-t-as
resti	res-ti
restis	res-t-is
resto	res-to
restoracio	res-to-ra-cio
restoracion	res-to-ra-ci-on
restos	res-t-os
restu	res-tu
restus	res-t-us
resuman	re-su-m-an
resumante	re-su-m-an-te
resume	re-su-me
resumo	re-su-mo
reŝlosis	re-ŝlo-s-is
retajn	ret-ajn
rete	rete
reteni	re-te-ni
retikulo	re-ti-ku-lo
reto	reto
retorto	re-tor-to
retrankviliĝi	re-trank-vi-l-iĝi
retrovi	retro-vi
retroviĝas	retro-v-iĝ-as
retroviĝis	retro-v-iĝ-is
retrovis	retro-v-is
retrovos	retro-v-os
returne	re-turne
revenas	re-ve-n-as
reveni	re-ve-ni
revenis	re-ve-n-is
revenos	re-ve-n-os
revenu	re-ve-nu
revi	re-vi
revidi	re-vi-di
revidis	re-vi-d-is
revido	re-v-ido
revigligo	re-vi-gligo
revizii	re-vi-zii
revolucii	re-vo-lu-cii
revolucion	re-vo-lu-ci-on
revuo	re-vuo
revuoj	re-vu-oj
rezervo	re-zer-vo
rezido	re-zi-do
rezigni	re-zig-ni
rezisti	re-zi-s-ti
rezisto	re-zi-s-to
rezoni	re-zo-ni
rezulta	re-zul-ta
rezultantan	re-zul-t-an-t-an
rezultas	re-zul-t-as
rezultato	re-zul-ta-to
rezulti	re-zul-ti
rezulto	re-zul-to
rezultoj	re-zul-t-oj
ribeli	ri-be-li
ribo	ri-bo
ricevas	ri-ce-v-as
ricevataj	ri-ce-v-at-aj
ricevi	ri-ce-vi
ricevinte	ri-ce-v-in-te
ricevis	ri-ce-v-is
ricevita	ri-ce-v-ita
ricevitaj	ri-ce-v-it-aj
ricevos	ri-ce-v-os
ricevus	ri-ce-v-us
riĉa	ri-ĉa
riĉaj	ri-ĉ-aj
riĉan	ri-ĉ-an
riĉeco	ri-ĉ-eco
riĉecon	ri-ĉ-ec-on
riĉiĝado	ri-ĉ-iĝ-ado
riĉiĝadus	ri-ĉ-iĝ-ad-us
riĉulo	ri-ĉ-ulo
ridaĉo	ri-d-aĉo
ridado	ri-d-ado
ridante	ri-d-an-te
ridas	ri-d-as
ridegas	ri-d-eg-as
ridego	ri-d-ego
ridegos	ri-d-eg-os
rideti	ri-d-eti
rideto	ri-d-eto
ridi	ri-di
ridinda	ri-d-inda
ridindaj	ri-d-ind-aj
ridinde	ri-d-inde
ridindigis	ri-d-ind-ig-is
ridon	rid-on
ridu	ri-du
rifuĝi	ri-fu-ĝi
rifuzi	ri-fuzi
rifuziĝi	ri-fuz-iĝi
rifuzis	ri-fuz-is
rifuzo	ri-fuzo
rifuzos	ri-fuz-os
rifuzus	ri-fuz-us
rigardadi	ri-gar-d-adi
rigardante	ri-gar-d-an-te
rigardas	ri-gar-d-as
rigardataj	ri-gar-d-at-aj
rigardi	ri-gar-di
rigardis	ri-gar-d-is
rigardo	ri-gar-do
rigardos	ri-gar-d-os
rigardu	ri-gar-du
rigida	ri-gi-da
riglilo	ri-gl-ilo
rikolti	ri-kol-ti
rikoltilo	ri-kol-t-ilo
rilata	ri-la-ta
rilatas	ri-la-t-as
rilate	ri-la-te
rilati	ri-la-ti
rilatis	ri-la-t-is
rilato	ri-la-to
rilatoj	ri-la-t-oj
rilatos	ri-la-t-os
rilatus	ri-la-t-us
rimarkante	ri-mar-kan-te
rimarkas	ri-mar-k-as
rimarkebla	ri-mar-k-eb-la
rimarki	ri-mar-ki
rimarkigo	ri-mar-k-igo
rimarkigoj	ri-mar-k-ig-oj
rimarkinda	ri-mar-k-inda
rimarkinde	ri-mar-k-inde
rimarkis	ri-mar-k-is
rimarko	ri-mar-ko
rimarkoj	ri-mar-k-oj
rimarkon	ri-mar-k-on
rimedo	ri-me-do
rimedoj	ri-me-d-oj
rimedon	ri-me-d-on
rimeno	ri-me-no
rimo	ri-mo
ringego	rin-g-ego
ringo	rin-go
ripari	ri-pa-ri
ripariston	ri-pa-r-ist-on
riparo	ri-pa-ro
ripetadas	ri-pe-t-ad-as
ripetadi	ri-pe-t-adi
ripetadis	ri-pe-t-ad-is
ripetas	ri-pet-as
ripeti	ri-peti
ripetiĝis	ri-pe-t-iĝ-is
ripeto	ri-peto
ripo	ri-po
ripozi	ri-po-zi
ripozlokoj	ri-poz-lo-k-oj
riproĉi	ri-pro-ĉi
riproĉmotivojn	ri-proĉ-mo-ti-v-ojn
riskas	ri-s-k-as
riskema	ri-s-k-ema
riski	ri-s-ki
risko	ri-s-ko
riskoj	ri-s-k-oj
riskos	ri-s-k-os
rismo	ris-mo
ritmo	rit-mo
riveli	ri-ve-li
riverenci	ri-ve-ren-ci
rivereto	ri-ve-reto
rivero	ri-ve-ro
rivoluo	ri-vo-luo
rizherbo	riz-her-bo
rizo	ri-zo
robo	ro-bo
roboto	ro-bo-to
rodrigo	ro-dri-go
rokoj	ro-k-oj
rolo	ro-lo
rolon	ro-l-on
romana	ro-ma-na
romano	ro-ma-no
rombfiŝo	romb-fi-ŝo
rompas	rom-p-as
rompebla	rom-p-eb-la
rompi	rom-pi
rompis	rom-p-is
rompŝtelisto	romp-ŝte-l-isto
ronda	ron-da
rondo	ron-do
ronga	ron-ga
ronki	ron-ki
roso	ro-so
rosti	ro-s-ti
roto	ro-to
rozalinda	ro-za-lin-da
rozfingra	roz-fin-gra
rozĝardenon	roz-ĝar-de-n-on
rozkolora	roz-ko-lo-ra
roznuancis	roz-nu-an-c-is
rozo	ro-zo
rozsimile	roz-si-mi-le
rubaĵsako	ru-baĵ-sa-ko
rubando	ru-ban-do
rubrikoj	ru-bri-k-oj
rubuso	ru-bu-so
rufhara	ruf-hara
ruĝa	ru-ĝa
ruĝaj	ru-ĝ-aj
ruĝgorĝulo	ruĝ-gor-ĝ-ulo
ruĝhaŭtuloj	ruĝ-haŭ-t-ul-oj
ruĝiĝi	ru-ĝ-iĝi
ruĝiĝos	ru-ĝ-iĝ-os
ruĝiĝus	ru-ĝ-iĝ-us
ruĝvanga	ruĝ-van-ga
ruinigi	ru-i-n-igi
ruino	ru-i-no
rukulo	ru-ku-lo
ruli	ru-li
rulknedilo	rul-kne-d-ilo
rulkurteno	rul-kur-te-no
rulo	ru-lo
rumanino	ru-ma-ni-no
rumano	ru-ma-no
rusa	ru-sa
ruslanda	rus-lan-da
ruslingva	rus-lin-g-va
ruso	ru-so
russlango	rus-slan-go
rusto	ru-s-to
rusujano	ru-su-ja-no
rusujo	ru-s-ujo
rutinaj	ru-ti-n-aj
rutinistoj	ru-ti-n-ist-oj
rutino	ru-ti-no
rutinuloj	ru-ti-n-ul-oj
ruza	ruza
ruzaĵon	ruz-aĵ-on
rvas	rv-as
sabato	sa-ba-to
sablaĵo	sa-b-l-aĵo
sablero	sa-b-le-ro
sablo	sa-b-lo
sablujo	sa-bl-ujo
saboto	sa-bo-to
sacerdoto	sa-cer-do-to
safrano	sa-fra-no
sagaca	sa-ga-ca
sago	sa-go
sagformaj	sag-for-m-aj
saĝa	sa-ĝa
saĝaj	sa-ĝ-aj
saĝe	sa-ĝe
saĝo	sa-ĝo
saĝulo	sa-ĝ-ulo
saĝuloj	sa-ĝ-ul-oj
sako	sa-ko
sakon	sa-k-on
sakstraton	sak-strat-on
salajro	sa-laj-ro
salamoniako	sa-la-mo-ni-ako
salato	sa-la-to
saliko	sa-li-ko
salo	sa-lo
salono	sa-lo-no
salpingo	sal-pin-go
saltas	sal-t-as
salti	sal-ti
saltoŝnuro	sal-to-ŝnu-ro
saluti	sa-lu-ti
salutis	sa-lu-t-is
saluton	sa-lu-t-on
sama	sama
samaj	sam-aj
saman	sam-an
samara	sa-ma-ra
samarkanda	sa-mar-kan-da
same	same
samgentanoj	sam-gen-ta-n-oj
samklasanoj	sam-kla-sa-n-oj
samlernejanoj	sam-ler-ne-ja-n-oj
samon	sam-on
samovaro	samo-va-ro
samregnano	sam-reg-na-no
samreligiano	sam-re-li-gi-ano
samslipa	sam-sli-pa
samtempe	sam-tem-pe
samtempuloj	sam-tem-p-ul-oj
samumo	sa-mu-mo
samurajo	sa-mu-ra-jo
samurbano	sam-urba-no
sana	sa-na
sandviĉo	sand-vi-ĉo
sanejo	sa-n-ejo
sango	san-go
saniga	sa-n-iga
sanigejo	sa-ni-g-ejo
sanigi	sa-n-igi
sanigilo	sa-n-ig-ilo
saniĝi	sa-n-iĝi
sanitaro	sa-ni-ta-ro
sankcion	sank-ci-on
sankta	sank-ta
sanktaj	sank-t-aj
sankte	sank-te
sanktejo	sank-t-ejo
sanktoleito?	sank-t-ole-ito
sanktoleo?	sank-t-oleo
sanosubtenanta	sa-no-sub-te-n-an-ta
sanskrita	san-skri-ta
sanstato	san-sta-to
sanulo	sa-n-ulo
sapo	sa-po
sapŝaŭmo	sap-ŝaŭ-mo
sarki	sar-ki
sata	sata
satdormis	sat-dorm-is
satelito	sa-te-li-to
satiro	sa-tiro
saŭco	saŭ-co
savano	sa-va-no
savi	sa-vi
savis	sa-v-is
savita	sa-v-ita
savjako	sav-ja-ko
savonto	sa-v-onto
savŝnuro	sav-ŝnu-ro
savzono	sav-zo-no
sceno	sce-no
sceptron	scep-tr-on
scia	scia
sciado	sci-ado
scianta	sci-an-ta
sciante	sci-an-te
scianto	sci-an-to
scias	sci-as
sciata	sci-ata
sciate	sci-ate
scienca	sci-en-ca
sciencaj	sci-en-c-aj
sciencakademia	sci-en-ca-ka-de-mia
sciencakademio	sci-en-ca-ka-de-mio
sciencan	sci-en-c-an
sciencesplora	sci-en-ce-s-plo-ra
sciencfikcia	sci-encfik-cia
scienckomprenantajn	sci-enc-kom-pre-n-an-t-ajn
scienco	sci-en-co
sciencoj	sci-en-c-oj
sciencoplena	sci-en-co-ple-na
sciencprinco	sci-enc-prin-co
scienculoj	sci-en-c-ul-oj
sciero	sci-e-ro
scieti	sci-eti
scii	scii
sciigi	sci-igi
sciiĝi	sci-iĝi
sciis	sci-is
scintila	scin-ti-la
scio	scio
scioj	sci-oj
scion	sci-on
scios	sci-os
scipovi	sci-po-vi
sciu	sciu
sciura	sci-ura
sciuro	sci-uro
scius	sci-us
scivola	sci-vo-la
scivolaj	sci-vo-l-aj
scivolema	sci-vo-l-ema
scivolis	sci-vo-l-is
scivolo	sci-vo-lo
segi	segi
segilo	se-g-ilo
seĝeto	se-ĝ-eto
seĝo	se-ĝo
seĝon	se-ĝ-on
seka	se-ka
sekaĵo	se-k-aĵo
sekalo	se-ka-lo
sekci	sek-ci
sekcio	sek-cio
sekcion	sek-ci-on
seke	se-ke
sekigis	se-k-ig-is
sekigrako?	se-ki-gra-ko
sekigŝnuro	se-kig-ŝnu-ro
sekigŝranko	se-kig-ŝran-ko
sekreta	se-kre-ta
sekretaj	se-kre-t-aj
sekretan	se-kre-t-an
sekretario	se-kre-ta-rio
sekrete	se-kre-te
sekrethava	se-kret-ha-va
sekreto	se-kre-to
sekreton	se-kre-t-on
seksekscita	seks-eks-ci-ta
seksismo	sek-s-ismo
sekslogo	seks-lo-go
sekso	sek-so
sekson	sek-s-on
seksumaj	sek-s-um-aj
seksumajn	sek-s-um-ajn
seksumeca	sek-s-um-eca
seksumis	sek-s-um-is
seksumoj	sek-s-um-oj
seksumojn	sek-s-um-ojn
seksumon	sek-s-um-on
seksumos	sek-s-um-os
seksumu	sek-s-umu
seksumus	sek-s-um-us
sekulara	se-ku-la-ra
sekundara	se-kun-da-ra
sekundo	se-kun-do
sekura	se-ku-ra
sekvado	se-k-v-a-do
sekvan	se-k-v-an
sekvanta	se-kvan-ta
sekvantaj	se-kvan-t-aj
sekvantan	se-kvan-t-an
sekvante	se-kvan-te
sekvas	se-k-v-as
sekvasemajne	se-k-va-se-majne
sekve	se-k-ve
sekvi	se-k-vi
sekvinbero	sek-vin-be-ro
sekvis	se-k-v-is
sekvoj	se-k-v-oj
sekvos	se-k-v-os
sekvu	se-k-vu
sekvus	se-k-v-us
sema	sema
semajno	se-maj-no
semajnoj	se-maj-n-oj
semajnon	se-maj-n-on
semis	sem-is
semo	semo
semoj	sem-oj
senaan	sena-an
senadresa	sen-ad-resa
senantaŭjuĝa	sen-an-taŭ-ju-ĝa
senantaŭjuĝaj	sen-an-taŭ-ju-ĝ-aj
senaon	sena-on
senato	sena-to
senbezona	sen-be-zo-na
sencdiferenco	senc-di-fe-ren-co
sencela	sen-ce-la
sencelaj	sen-ce-l-aj
senceremonia	sen-ce-re-mo-nia
senchavan	senc-ha-v-an
sencnuanco	senc-nu-an-co
senco	sen-co
sencon	sen-c-on
senconuancoj	sen-co-nu-an-c-oj
senĉesan	sen-ĉe-s-an
senĉese	sen-ĉe-se
sendanka	sen-dan-ka
sendi	sen-di
sendiferenca	sen-di-fe-ren-ca
sendifina	sen-di-fi-na
sendos	sen-d-os
senduba	sen-du-ba
sendubaj	sen-du-b-aj
senduban	sen-du-b-an
sendube	sen-du-be
sendubeco	sen-du-b-eco
Seneko	se-ne-ko
senenhava	sen-en-ha-va
senerare	sen-e-ra-re
senesenca	sen-esen-ca
seneskalo	senes-ka-lo
senespera	sen-es-pe-ra
senfinan	sen-fi-n-an
senfine	sen-fine
senfineco	sen-fi-n-eco
senforta	sen-for-ta
senfortaj	sen-for-t-aj
senfrukta	sen-fruk-ta
senfundamenta	sen-fun-da-men-ta
senfundamentecon	sen-fun-da-men-t-ec-on
senhelpa	sen-hel-pa
senhelpaj	sen-hel-p-aj
senhelpe	sen-hel-pe
senhelpecon	sen-hel-pe-c-on
senhezite	sen-he-zi-te
senigis	sen-ig-is
senila	senila
seninflua	sen-in-flua
seninflueco	sen-in-flu-eco
senintence	sen-in-ten-ce
senkleraj	sen-kle-r-aj
senkompare	sen-kom-pa-re
senkompate	sen-kom-pa-te
senkonscia	sen-kon-scia
senkonscie	sen-kon-scie
senkonsciigi	sen-kon-sci-igi
senkonsciigita	sen-kon-sci-ig-ita
senkuraĝaj	sen-ku-ra-ĝ-aj
senkuraĝiga	sen-ku-ra-ĝ-iga
senligaj	sen-lig-aj
senlima	sen-li-ma
senmanke	sen-man-ke
senmerita	sen-me-ri-ta
senmorta	sen-mor-ta
senmove	sen-mo-ve
sennaciismo	sen-na-ci-ismo
sennaciulo	sen-na-ci-ulo
senorda	sen-or-da
senordan	sen-or-d-an
senpage	sen-pa-ge
senpezigos	sen-pe-z-ig-os
senpruve	sen-pru-ve
senrevene	sen-re-vene
sensaĝaj	sen-sa-ĝ-aj
senscia	sen-scia
sensencaj	sen-sen-c-aj
sensencaĵo	sen-sen-c-aĵo
sensencaĵoj	sen-sen-c-aĵ-oj
sensencaĵon	sen-sen-c-aĵ-on
sensencan	sen-sen-c-an
sensence	sen-sen-ce
sensignifaj	sen-sig-ni-f-aj
sensignifan	sen-sig-ni-f-an
senskrupula	sen-skru-pu-la
sensleda	sen-sle-da
senso	sen-so
sensoifigan	sen-so-if-ig-an
sensperta	sen-sper-ta
senstreĉa	sen-stre-ĉa
senŝanĝe	sen-ŝan-ĝe
senŝeligi	sen-ŝe-ligi
sentas	sen-t-as
sentebla?	sen-t-eb-la
sentema	sente-ma
sentemeco	sente-m-eco
sentemo	sent-e-mo
senti	sen-ti
sentimulino	sen-ti-m-ul-ino
sentis	sen-t-is
sento	sen-to
sentoj	sen-t-oj
sentu	sen-tu
sentus	sen-t-us
senutila	sen-uti-la
senvorta	sen-vorta
senvorte	sen-vorte
sepbita	sep-bi-ta
sepcent	sep-cent
sepdek	sep-dek
seponoj	sep-on-oj
sepope	sep-ope
septembro	sep-tem-bro
serĉantaj	ser-ĉ-an-t-aj
serĉe	ser-ĉe
serĉi	ser-ĉi
serĉilo	ser-ĉ-ilo
serĉis	ser-ĉ-is
serena	se-re-na
serenadoj	se-re-na-d-oj
serio	se-rio
serioj	se-ri-oj
serion	se-ri-on
serioza	se-ri-o-za
seriozaj	se-ri-o-z-aj
serioze	se-ri-o-ze
seriozmiene	se-ri-oz-mi-ene
serpento	ser-pen-to
serumo	se-ru-mo
seruro	se-ru-ro
seruroj	se-ru-r-oj
seruron	se-ru-r-on
servantan	ser-v-an-t-an
servanto	ser-v-an-to
servas	ser-v-as
servema	ser-v-ema
servi	ser-vi
servistino	ser-v-ist-ino
servo	ser-vo
servon	ser-v-on
servsoldaton	serv-sol-da-t-on
sesdek	ses-dek
seshora	ses-ho-ra
sesjara	ses-jara
sesonojn	ses-on-ojn
sesope	ses-ope
severa	se-ve-ra
severaj	se-ve-r-aj
severe	se-ve-re
sezono	se-zo-no
sferoj	sfe-r-oj
siaflanke	sia-flan-ke
siaj	siaj
sian	sian
siatempa	sia-tem-pa
sibaritoj	si-ba-ri-t-oj
sida	sida
Sidarto	si-dar-to
sidas	si-d-as
sidi	si-di
sidigi	si-d-igi
sidiĝas	si-d-iĝ-as
sidiĝi	si-d-iĝi
sidiĝis	si-d-iĝ-is
sidis	si-d-is
sidlokon	sid-lo-k-on
sidon	sid-on
sidu	si-du
sigelvakso	si-gel-vak-so
signalo	sig-na-lo
signalon	sig-na-l-on
signalŝnuro	sig-nal-ŝnu-ro
signetoj	sig-n-et-oj
signifanta	sig-ni-f-an-ta
signifas	sig-ni-f-as
signifi	sig-ni-fi
signifo	sig-ni-fo
signifoj	sig-ni-f-oj
signifokategorio	sig-ni-fo-ka-te-go-rio
signifon	sig-ni-f-on
signifus	sig-ni-f-us
signo	sig-no
signoj	sig-n-oj
silablimo?	si-la-b-li-mo
silabvosto	si-lab-vo-s-to
silenta	si-len-ta
silentadis	si-len-t-ad-is
silentadon	si-len-t-ad-on
silentas	si-len-t-as
silente	si-len-te
silentema	si-len-te-ma
silenteman	si-len-te-m-an
silenti	si-len-ti
silentigi	si-len-t-igi
silentis	si-len-t-is
silento	si-len-to
silenton	si-len-t-on
silentos	si-len-t-os
silko	sil-ko
simila	si-mi-la
similaj	si-mi-l-aj
similaĵoj	si-mi-l-aĵ-oj
similan	si-mi-l-an
simile	si-mi-le
simio	si-mio
simpatio	sim-pa-tio
simpatioj	sim-pa-ti-oj
simpla	sim-pla
simplan	sim-pl-an
simple	sim-ple
simptomo	simp-to-mo
simula	si-mu-la
sina	sina
sinagoga	sina-go-ga
sinakuza	sin-aku-za
sinamo	sina-mo
sinapa	sina-pa
sincera	sin-ce-ra
sincere	sin-ce-re
sincervoĉa	sin-cer-vo-ĉa
sindefendo	sin-de-fen-do
sindeteno	sin-de-te-no
sindevigo	sin-de-v-igo
sindikata	sin-di-ka-ta
sindikato	sin-di-ka-to
sindona	sin-do-na
sindonema	sin-do-n-ema
sinekdoĥo	sinek-do-ĥo
sinekuro	sine-ku-ro
sinerezo	sine-re-zo
sinergio	siner-gio
sinforgeso	sin-for-ge-so
singapura	sin-ga-pu-ra
singapuro	sin-ga-pu-ro
singarda	sin-gar-da
singulara	sin-gu-lara
singularo	sin-gu-laro
singulti	sin-gul-ti
sinĝena	sin-ĝe-na
sinistra	sini-s-tra
sinjordomo	sin-jor-do-mo
sinjorido	sin-jor-ido
sinjorino	sin-jor-i-no
sinjorinon	sin-jor-i-n-on
sinjoro	sin-joro
sinjoroj	sin-jor-oj
sinjorpreĝa	sin-jor-pre-ĝa
sinjorpreĝo	sin-jor-pre-ĝo
sinki	sin-ki
sinklino	sin-kli-no
sinkona	sin-ko-na
sinkopa	sin-ko-pa
sinkretismo	sin-kre-t-ismo
sinkrona	sin-kro-na
sinkronigi	sin-kro-n-igi
sino	sino
sinodo	sino-do
sinofero	sin-ofe-ro
sinokupado	sin-oku-p-ado
sinonimi	sino-ni-mi
sinonimika	sino-ni-mi-ka
sinonimo	sino-ni-mo
sinoptika	sinop-ti-ka
sinpelado	sin-pe-l-ado
sinprezento	sin-pre-zen-to
sinregada	sin-re-g-ada
sinsekva	sin-se-k-va
sinsekve	sin-se-k-ve
sinsekvon	sin-se-k-v-on
sintagmo	sin-tag-mo
sintaksa	sin-tak-sa
sinteno	sin-te-no
sintezi	sin-te-zi
sintruda	sin-tru-da
sinusarko	si-nu-sar-ko
sinuso	si-nu-so
sinvenenado	sin-ve-ne-n-ado
siringon	si-rin-g-on
sismo	sis-mo
sisteme	si-s-te-me
sistemeco	si-s-te-m-eco
sistemo	si-s-te-mo
sitelo	si-te-lo
situacio	si-tu-a-cio
situacion	si-tu-a-ci-on
situo	si-tuo
sizifan	si-zi-f-an
skalaro	ska-la-ro
skalo	ska-lo
skandinavaj	skan-di-na-v-aj
skarlata	skar-la-ta
skatoleto	ska-to-l-eto
skatolo	ska-to-lo
skeleto	ske-le-to
skemoj	ske-m-oj
sketa	sketa
skio	skio
skismoj	ski-s-m-oj
skisto	ski-s-to
skito	ski-to
sklavĉenojn	sklav-ĉe-n-ojn
sklavfoiro	sklav-fo-iro
sklavo	skla-vo
skleroto	skle-ro-to
skorpio	skor-pio
skoto	sko-to
skrapi	skrapi
skrapreto	skrap-reto
skrapvundo	skrap-vun-do
skriba	skri-ba
skribadis	skri-b-ad-is
skribado	skri-b-ado
skribas	skri-b-as
skribataj	skri-b-at-aj
skribe	skri-be
skribi	skri-bi
skribilajn	skri-b-il-ajn
skribilan	skri-b-il-an
skribilaro	skri-b-il-aro
skribilo	skri-b-ilo
skribilojn	skri-b-il-ojn
skribisto	skri-b-isto
skribita	skri-bi-ta
skribitaj	skri-bi-t-aj
skribitan	skri-bi-t-an
skribmanieron	skrib-ma-ni-e-r-on
skribon	skri-b-on
skribos	skri-b-os
skribotablo	skri-bo-ta-b-lo
skribovaro	skri-bo-va-ro
skribtablo	skrib-ta-b-lo
skroto	skro-to
skui	skui
skulpti	skul-p-ti
skulptilo	skul-p-t-ilo
skvamaranĝa	skvam-aran-ĝa
slabo	sla-bo
slalomisto	sla-lo-m-isto
slalomo	sla-lo-mo
slalomvetkuro	sla-lom-vet-ku-ro
slangaĵo	slan-g-aĵo
slango	slan-go
slavo	sla-vo
sledo	sle-do
slipo	sli-po
slofokso	slo-fok-so
slogano	slo-ga-no
slojdo	sloj-do
slovako	slo-va-ko
sloveno	slo-ve-no
slupo	slu-po
smalto	smal-to
smeraldo	sme-ral-do
smilako	smi-la-ko
smirgo	smir-go
smokingo	smo-kin-go
smuto	smu-to
Snitchey	snit-chey
snobino	sno-bi-no
snobismo	sno-b-ismo
snobo	sno-bo
snufo	snu-fo
sobra	so-bra
socia	so-cia
sociala	so-ci-ala
societo	so-ci-eto
societoj	so-ci-et-oj
socio	so-cio
sofinjo	so-fi-njo
sofismaĵo	so-fis-m-aĵo
sofismo	so-fis-mo
sofistoj	so-fis-t-oj
sofo	so-fo
soifa	so-ifa
soifas	so-if-as
soifi	so-ifi
soifon	so-if-on
sojlo	soj-lo
sola	so-la
solan	so-l-an
soldato	sol-da-to
soldatoj	sol-da-t-oj
sole	so-le
soleca	so-l-eca
solena	so-le-na
solene	so-lene
solidara	so-li-da-ra
solido	so-li-do
solvas	sol-v-as
solvi	sol-vi
solvis	sol-v-is
solvita	sol-v-ita
solvo	sol-vo
solvos	sol-v-os
somero	so-me-ro
somnambulo	som-nam-bu-lo
sonanta	so-n-an-ta
sonantaj	so-n-an-t-aj
sonaparato	so-n-apa-ra-to
sonas	so-n-as
sonato	so-na-to
soneto	so-ne-to
sonĝi	son-ĝi
soni	so-ni
sonimitoj?	so-ni-mi-t-oj
sonis	so-n-is
sonjo	so-njo
sono	so-no
sonoj	so-n-oj
sonoreco	so-no-r-eco
sonori	so-no-ri
sonorilo	so-no-r-ilo
sonoro	so-no-ro
sonserpento	son-ser-pen-to
sopiri	so-piri
soprano	so-pra-no
sorbi	sor-bi
sorcxbastono	sor-cxba-s-to-no
sorĉi	sor-ĉi
sorĉvortojn	sorĉ-vort-ojn
sorgo	sor-go
sorpo	sor-po
sorto	sor-to
sorton	sor-t-on
sovaĝa	so-va-ĝa
sovaĝaj	so-va-ĝ-aj
sovaĝe	so-va-ĝe
soveto	so-ve-to
spaco	spa-co
spagetoj	spa-ge-t-oj
spato	spato
speciala	spe-ci-ala
specialaj	spe-ci-al-aj
specialan	spe-ci-al-an
speciale	spe-ci-ale
specialisto	spe-ci-al-isto
specimeno	spe-ci-me-no
speco	spe-co
specoj	spe-c-oj
spegulo	spe-gu-lo
spektaklo	spek-ta-klo
spekula	spe-ku-la
sperta	sper-ta
spertaj	sper-t-aj
sperto	sper-to
spesmiloj	spes-mi-l-oj
spezi	spe-zi
spico	spi-co
spiko	spi-ko
spinaco	spi-na-co
spineto	spi-ne-to
spiona	spi-o-na
spione	spi-one
spioni	spi-o-ni
spionino	spi-o-ni-no
spiono	spi-o-no
spionoj	spi-o-n-oj
spionraporto	spi-on-ra-por-to
spirhalto	spir-hal-to
spiri	spiri
spirita	spi-ri-ta
spiritaj	spi-ri-t-aj
spiritĉeeston	spi-rit-ĉe-es-t-on
spirito	spi-ri-to
spiritoj	spi-ri-t-oj
spite	spi-te
spiti	spi-ti
splenda	splen-da
spleno	sple-no
splinto	splin-to
splito	spli-to
spongo	spon-go
sponta	sponta
sporto	spor-to
sportocentro	spor-to-cen-tro
sportoj	spor-t-oj
spoto	spo-to
sprinto	sprin-to
sprita	spri-ta
spritadi	spri-t-adi
spritaj	spri-t-aj
spritaĵoj	spri-t-aĵ-oj
spritaĵon	spri-t-aĵ-on
sprono	spro-no
spuro	spu-ro
stabila	sta-bi-la
stablo	sta-b-lo
stacidomo	sta-ci-do-mo
stacio	sta-cio
stadio	sta-dio
stadioj	sta-di-oj
stadiono	sta-di-o-no
stafeto	sta-fe-to
stalagmito	sta-lag-mi-to
stalaktito	sta-lak-ti-to
stalo	sta-lo
stameno	sta-me-no
stampo	stam-po
standardo	stan-dar-do
stango	stan-go
stano	sta-no
staradi	sta-r-adi
starantaj	sta-r-an-t-aj
staras	sta-r-as
stari	sta-ri
starigi	sta-r-igi
starigis	sta-r-ig-is
starigita	sta-r-ig-ita
starigitaj	sta-r-ig-it-aj
